32735,59477024
10221321
10941163,59105955,76415959,81786544,89332099,157695105,322722122
14289918,18844454,40756070,43845868,52972784,104339945,138540197,157695105,165482318,167531686,373044930
18844454,14289918,40756070,43845868,52972784,104339945,138540197,157695105,165482318,167531686,373044930
36175307,41580584,43845868,47532330,49636748,50390508,50952050,59477024,77657479,78543018,90572207,109807341,138540197,138851931,143312600,164285180,177123098,177457298,182159361,194682140,215150187,216953513,221094530,322722122,323263866,366806475,373044930
40756070,14289918,18844454,43845868,52972784,104339945,138540197,157695105,165482318,167531686,373044930
41580584,36175307,47532330,49636748,50952050,59477024,78543018,109807341,138540197,152037974,177457298,194682140,215150187,322722122,366806475,373044930
43845868,14289918,18844454,36175307,40756070,49636748,50952050,52972784,90572207,177123098,194682140,216953513,221094530,322722122
47532330,36175307,41580584,49636748,50952050,59105955,59477024,77657479,90572207,109807341,138147021,138851931,152037974,154374401,164285180,176899577,177123098,177457298,194682140,215150187,221094530,322722122,323263866,366806475,373044930
49636748,36175307,41580584,43845868,47532330,50390508,50952050,59105955,59477024,77657479,90572207,109807341,138540197,138851931,143312600,154374401,164285180,177457298,194682140,215150187,221094530,322722122,323263866,366806475,373044930
50390508,36175307,49636748,50952050,59477024,177123098,194682140,215150187,216953513,373044930
50952050,36175307,41580584,43845868,47532330,49636748,50390508,59477024,77657479,78543018,90572207,109807341,138147021,138540197,138851931,143312600,152037974,154374401,164285180,176899577,177123098,177457298,182159361,194682140,215150187,216953513,221094530,322722122,323263866,366806475,373044930
52972784,14289918,18844454,40756070,43845868,104339945,138540197,157695105,165482318,167531686,332063275,373044930
59105955,10941163,47532330,49636748,76415959,81786544,89332099,89966129,138540197,157695105,164285180,322722122,373044930,426143918
76415959,10941163,59105955,81786544,89332099,89966129,157695105,322722122,426143918
77657479,36175307,47532330,49636748,50952050,90572207,133030507,138147021,154374401,158109081,164285180,177123098,182159361,216953513,244623361,322722122,323263866
78543018,36175307,41580584,50952050,59477024,164285180,177123098,194682140,216953513,373044930
81786544,10941163,59105955,76415959,89332099,89966129,138147021,154374401,157695105,182159361,322722122,426143918
89332099,10941163,59105955,76415959,81786544,124231325,133030507,157695105,322722122,426143918
89966129,59105955,76415959,81786544,157695105,322722122,426143918
90572207,36175307,43845868,47532330,49636748,50952050,59477024,77657479,138147021,138851931,143312600,152037974,154374401,164285180,176899577,177123098,182159361,216953513,244623361,322722122,323263866,373044930,452281904
104339945,14289918,18844454,40756070,52972784,138540197,157695105,165482318,167531686,332063275,373044930
109807341,36175307,41580584,47532330,49636748,50952050,59477024,138540197,138851931,143312600,164285180,177457298,194682140,215150187,221094530,322722122,323263866,366806475,373044930
118797093
124231325,89332099
133030507,77657479,89332099,158109081,373044930
138147021,47532330,50952050,77657479,81786544,90572207,138851931,154374401,164285180,176899577,177123098,182159361,244623361,322722122,323263866,373044930
138540197,14289918,18844454,36175307,40756070,41580584,49636748,50952050,52972784,59105955,59477024,104339945,109807341,143312600,157695105,165482318,167531686,177457298,194682140,215150187,221094530,244623361,322722122,323263866,373044930
138851931,36175307,47532330,49636748,50952050,77657479,90572207,109807341,138147021,154374401,164285180,176899577,177123098,182159361,216953513,322722122,373044930
139127863,452281904
143312600,36175307,49636748,50952050,90572207,109807341,138540197,164285180,322722122,373044930
149193901
152037974,41580584,47532330,50952050,90572207,164285180
154374401,47532330,49636748,50952050,77657479,81786544,90572207,138147021,138851931,164285180,177123098,216953513,244623361,322722122,323263866
157695105,10941163,14289918,18844454,40756070,52972784,59105955,76415959,81786544,89332099,89966129,138540197,165482318,167531686,322722122,332063275,426143918
158109081,77657479,133030507,164285180,322722122,373044930
164285180,36175307,47532330,49636748,50952050,59105955,59477024,77657479,78543018,90572207,109807341,138147021,138851931,143312600,152037974,154374401,158109081,176899577,177123098,177457298,215150187,221094530,322722122,323263866,366806475,373044930
165482318,14289918,18844454,40756070,52972784,104339945,138540197,157695105,167531686,332063275,373044930
167531686,14289918,18844454,40756070,52972784,104339945,138540197,157695105,165482318,332063275,373044930
174666425
176899577,47532330,50952050,90572207,138147021,138851931,164285180,182159361,323263866
177123098,36175307,43845868,47532330,50390508,50952050,77657479,78543018,90572207,138147021,138851931,154374401,164285180,182159361,194682140,216953513,244623361,322722122,323263866,373044930
177457298,36175307,41580584,47532330,49636748,50952050,59477024,109807341,138540197,164285180,194682140,215150187,221094530,322722122,323263866
182159361,36175307,50952050,77657479,81786544,90572207,138147021,138851931,176899577,177123098,244623361,323263866
194682140,36175307,41580584,43845868,47532330,49636748,50390508,50952050,59477024,78543018,109807341,138540197,177123098,177457298,215150187,216953513,221094530,322722122,323263866,366806475,373044930
215150187,36175307,41580584,47532330,49636748,50390508,50952050,59477024,109807341,138540197,164285180,177457298,194682140,221094530,322722122,323263866,366806475
216953513,36175307,43845868,50390508,50952050,59477024,77657479,78543018,90572207,138851931,154374401,177123098,194682140,221094530,322722122
221094530,36175307,43845868,47532330,49636748,50952050,59477024,109807341,138540197,164285180,177457298,194682140,215150187,216953513,322722122,323263866,366806475,373044930
237812801,275793143,469258889
244623361,77657479,90572207,138147021,138540197,154374401,177123098,182159361,323263866,373044930
275793143,237812801
303478251
322722122,10941163,36175307,41580584,43845868,47532330,49636748,50952050,59105955,59477024,76415959,77657479,81786544,89332099,89966129,90572207,109807341,138147021,138540197,138851931,143312600,154374401,157695105,158109081,164285180,177123098,177457298,194682140,215150187,216953513,221094530,323263866,366806475,373044930,426143918,452281904
323263866,36175307,47532330,49636748,50952050,59477024,77657479,90572207,109807341,138147021,138540197,154374401,164285180,176899577,177123098,177457298,182159361,194682140,215150187,221094530,244623361,322722122,366806475,373044930
332063275,52972784,104339945,157695105,165482318,167531686
366806475,36175307,41580584,47532330,49636748,50952050,109807341,164285180,194682140,215150187,221094530,322722122,323263866
373044930,14289918,18844454,36175307,40756070,41580584,47532330,49636748,50390508,50952050,52972784,59105955,59477024,78543018,90572207,104339945,109807341,133030507,138147021,138540197,138851931,143312600,158109081,164285180,165482318,167531686,177123098,194682140,221094530,244623361,322722122,323263866
422235963,452281904
426143918,59105955,76415959,81786544,89332099,89966129,157695105,322722122
452281904,90572207,139127863,322722122,422235963
469258889,237812801
507680795
59477024,32735,36175307,41580584,47532330,49636748,50390508,50952050,78543018,90572207,109807341,138540197,164285180,177457298,194682140,215150187,216953513,221094530,322722122,323263866,373044930
